-43:08 | Tachi: 🐻‍❄🍀
46:52 | BasedBug: Mom time!
46:55 | RBZE7: the family expands !
47:00 | Theblekedet: more family member
47:02 | stuffed idiot: お兄ちゃん！！！
47:05 | TWAIN: 👏👏
47:05 | Kaiser Kebab: Mom
47:10 | Nasty Yukari: Our little family is getting bigger
47:12 | BasedBug: Make a beautiful mom for the ugly dad
47:16 | Mew: Sister died but dad survived!
47:23 | Kaiser Kebab: Make a wife for me
47:25 | Raziel: the harvest begins
47:27 | blobos: another dad
47:27 | Ekusupuroshon: Oknee-chan
47:30 | imalittle cupcake: All I need is my daughter
47:31 | TheCanti: Make a wife for us
47:33 | Rye Mountain: Dad needs a wife
47:34 | Inaba: wife
47:37 | Rob G.: older brother
47:38 | Raziel: chkn waifu
47:39 | RBZE7: Cool uncle !
47:39 | Hanabi: we don't deserve a beautiful wife
47:43 | RADEON 360: tentacle h*ntai oniichan
47:47 | Fettuccine フェットチーネ: Imouto
47:49 | Malafazzle: cute and funny bear 🙂
47:51 | max r: 👪
47:53 | Rye Mountain: Wife for dad, step-mother for beatani
47:57 | Rivicen: ohadayo beatani. I do not get to watch you as much as I want to anymore, because I am stuck working in office again
48:11 | Happli: Beatani's cute bear ears! Beatani's cute fang!
48:26 | Rob G.: single uncle with beard riding a motorcycle
48:35 | max r: Beatani's funny laugh!
48:43 | Ekusupuroshon: Beatani had a farm~
49:22 | Mew: E-I-E-I-O 
49:45 | Mew: And on that farm she had a dad
49:56 | BasedBug: E-I-E-I-UUUOOOOHH
50:17 | Voltage: singing dad
50:17 | Inaba: uuooohhhhhhh
50:30 | max r: I feel so sorry for this creature.
50:31 | BasedBug: She's spoiling us now
50:35 | hohoemikuma: kokokoko
50:38 | TWAIN: our daughter is caring for us
50:41 | Raziel: Eating pineapple in preparation for wife
50:41 | Malafazzle: Disturbing....
50:51 | Ekusupuroshon: With an *undescribable growl* here and an *undescribable growl* there
50:58 | Rob G.: uuooooooh 😭
51:09 | max r: Beatani is reverse dad from Fullmetal Alchemist
51:17 | TWAIN: meow
51:29 | BasedBug: Hoothoot cat looking ass
51:29 | Mew: One more!
51:32 | Mew: Good job dad
51:39 | Sunspots: the gentle voice of a dad in eternal suffering
51:39 | Voltage: mroew
51:40 | Chloro [クロロ]: Strong dad!
51:46 | Verijero: .
51:51 | TheCanti: We will kill whoever we need for Daughter
51:51 | Voltage: ey ohoaa
51:53 | max r: tortured dad
51:56 | Ekusupuroshon: I love Bea too!
52:06 | max r: will it be better or worse to have wife ?
52:10 | Rob G.: make dad ripe, nice
52:25 | Mew: Dad to the rescue
52:31 | BasedBug: The snake fears the dad
52:45 | Tachi: Dad protects
52:48 | Mew: THE POWER OF SUFFERING
52:48 | stuffed idiot: can't wait to see the absolute beauty that is the wife
53:05 | TheCanti: Our daughter is already making us happy
53:11 | Ekusupuroshon: Daughter... you're so kind...
53:15 | imalittle cupcake: I love our daughter so much bros
53:18 | hohoemikuma: kind daughter
53:22 | Mizuki Arisu: Dad protecting his gao kuma daughter!
53:32 | max r: Beatani is too kind to this creature
53:36 | Mew: Suffering is over
54:07 | max r: I'm scared
54:12 | BasedBug: MOM TIME
54:16 | Ekusupuroshon: You can do it Bea
54:19 | Rye Mountain: Getting food from daughter and getting a wife soon. What a wonderfull day.
54:20 | TheCanti: We're gonna get laid dads!
54:34 | RBZE7: I'll be his wife !
54:37 | LassesAffar: Ogura Yui!
54:38 | Ekusupuroshon: Who want to be mom (male)
54:44 | BasedBug: LET'S GOOOOOO
54:47 | Jackku Chan: Whoaaah
54:48 | Zhnigo: make her flat
54:54 | stuffed idiot: Pick some good wives for dad
54:56 | max r: What happened to Rebecca (lol) was that her name ?
54:56 | Raziel: Sometimes the best dad can be a mom
54:59 | Rye Mountain: It's gonna be a male wife
55:01 | thelastshinobi56: Suzuha
55:06 | Fettuccine フェットチーネ: lmao
55:08 | hohoemikuma: wife (male)
55:10 | Zhnigo: wife (male)
55:23 | Ekusupuroshon: wife (male)
55:31 | Urakala: We can rebuild her, we have the technology.
55:32 | max r: She gonna make a good wife out of you
55:33 | Raziel: Prison wife
55:34 | TWAIN: wife (male) is a perfect fit for egg-laying dad
55:35 | Rye Mountain: RBZE7 is our wife now
55:50 | Jackku Chan: The red string of fate connects us
56:07 | thelastshinobi56: I don't like where this is going
56:08 | stuffed idiot: these dad's will become mom whether they want to or not
56:13 | Jackku Chan: Kimi no namae wa.. RBZE7
56:15 | Qwazola: Congrats RBZE7
56:17 | Rob G.: ✋
56:18 | Happli: RBZE7 is wife !
56:19 | imalittle cupcake: DAARIN
56:20 | Ekusupuroshon: Welcome our new wife(male)
56:20 | Rob G.: throw me in
56:21 | RBZE7: I'll be a good mom (male) Bea!!!!
56:23 | TheCanti: We have a sacrifice for our wife
56:24 | TWAIN: you're a mom now
56:24 | max r: I'll call you RB'Z
56:29 | BasedBug: GET ME IN THERE
56:31 | Rye Mountain: Sure
56:35 | Ekusupuroshon: I can be mom if you want
56:44 | Mew: RBZE7Bug
56:45 | Voltage: femboy mom
56:46 | Nasty Yukari: Hmmm, forced fem wife (male)
56:49 | max r: BasedBug wants to be a good wife too
56:50 | thelastshinobi56: Dad harem?
56:51 | Jackku Chan: Wow our wife is thirsty
56:52 | Rye Mountain: I can be anything for beatani
56:54 | RBZE7: oh yes fuse me with BasedBug
56:55 | max r: @BasedBug can you cook ?
57:19 | Mew: Chuuni name dad
57:19 | RBZE7: RBaZEdbug7
57:25 | BasedBug: @max r I made a fine beef stew last week, we'll eat good
57:28 | thelastshinobi56: oi oi oi
57:33 | Tachi: lol
57:40 | Mew: Cat Body wife
57:42 | Steven Frati: Dad doing it this time!
57:43 | max r: 🍲
57:52 | Chloro [クロロ]: Finally no more suffering from Beatani's food..
57:56 | Mew: Finally the cat wife I always wanted
58:02 | Ekusupuroshon: Neko dayo
58:04 | stuffed idiot: cute cat girl (male)
58:05 | Zhnigo: catgirl wife!
58:07 | Voltage: cat!
58:10 | TWAIN: catgirl wife...
58:13 | Voltage: nyanya
58:13 | blobos:  a cat is fine too.
58:14 | NatrixNatrix: finally a cat wife
58:14 | Jackku Chan: Wow catgirl wife, this is the dream.
58:16 | BasedBug: catgirl wife (male)
58:20 | Raziel: Dad likes a little um... cat sometimes, sure
58:21 | TheCanti: CATGIRL WIFE LETS GOOO
58:23 | Jackku Chan: Nekopara 
58:28 | Rob G.: bears > dogs >>>>>>>> cats
58:28 | Nasty Yukari: Cat girl wife (male) uoo
58:31 | ThatVidyaGuy: Catgirl wife, Dads dreams are coming true!
58:39 | max r: this poor wife
58:39 | Mew: Oh wife... 
58:49 | Chloro [クロロ]: Chicken + cat = bear ???
58:51 | Ekusupuroshon: oh god...
58:57 | TWAIN: you can take some eyes from us
59:03 | stuffed idiot: good god...
59:04 | Rob G.: lol
59:07 | Mew: Mega Ahoge
59:07 | RBZE7: yes
59:08 | Tachi: Omg
59:10 | Kirila Kristi: Yabe....
59:10 | Rob G.: cow lick?
59:10 | BasedBug: @RBZE7 Is this what we truly wanted?
59:11 | imalittle cupcake: I love ahoge
59:12 | TheCanti: ...oh no
59:14 | Zhnigo: 500% thick ahoge
59:14 | Ludd: giga ahoge :D
59:15 | Ekusupuroshon: Yes I know but Bea...
59:15 | Tachi: Yeah ahoge...
59:16 | NatrixNatrix: hahah
59:16 | Stray Wolf: ahegao
59:16 | ThatVidyaGuy: We know about ahoges.
59:17 | Theblekedet: cowlick
59:21 | stuffed idiot: 草
59:21 | TWAIN: that ahoge looks yabai
59:21 | Zia: Protagonist hair
59:21 | CPTpurrfect: Woah Beatani stream at a time of day I can watch... what is this sorcery?
59:38 | max r: i love ahoge of maho ( pani poni dash )
59:40 | RBZE7: RBaZEdBug7
59:51 | imalittle cupcake: Perfect
59:52 | NatrixNatrix: @CPTpurrfect i feel you bro, most of them are like 3am lol
1:00:00 | Tachi: How do you nade nade that ahoge? Do you grab it?
1:00:00 | Mew: I've seen worse PSN names to be honest
1:00:08 | RBZE7: @BasedBug What our daughter wants is what we want fellow mom...
1:00:09 | BasedBug: Wow
1:00:13 | Shippo: amazing
1:00:24 | Ekusupuroshon: Yah...
1:00:25 | Rye Mountain: Our beutifull wife
1:00:28 | Mew: Meow 
1:00:28 | BasedBug: IMAGINE
1:00:29 | ianpichu: welcome to hell
1:00:38 | hohoemikuma: 🎶
1:00:38 | TWAIN: 🔔🔔🔔
1:00:38 | Shippo: can't believe i'm married now
1:00:38 | Ludd: Mom looks ... b-beautifull
1:00:39 | Zhnigo: her voice is deeper than ours
1:00:40 | Einaer: Prettier than my ex
1:00:40 | imalittle cupcake: This is so touching
1:00:40 | thelastshinobi56: nice
1:00:41 | A A: My heart........
1:00:44 | max r: should i feel joy or a deep sorrow???
1:00:45 | Nasty Yukari: I'm tearing up
1:00:46 | Rob G.: 💒
1:00:48 | Mizuki Arisu: I love my beautiful catgirl wife
1:00:50 | Fettuccine フェットチーネ: Wooo 
1:00:50 | Rye Mountain: Dad, mom and daughter, what a sight
1:00:51 | Urakala: Thank you daughter, now I won't die a virgin
1:00:52 | Theblekedet: YES
1:00:53 | Tachi: Yes
1:00:56 | hohoemikuma: how did these two make a bear
1:00:58 | LassesAffar: 👰
1:00:59 | Malafazzle: LOL
1:01:01 | stuffed idiot: this wife is too beautiful for this dad
1:01:02 | Rye Mountain: yes
1:01:02 | (Verified, Moderator) Streamlabs: Raziel just tipped $10.00 dayo!
1:01:05 | Antonio Badilla: Does she have no eyes so she can´t see our uglyness?
1:01:07 | Qwazola: "ah, ok, nice"
1:01:12 | BasedBug: The wife has such a deep voice
1:01:13 | max r: wow, that's what beatani thinks we sound like.
1:01:16 | imalittle cupcake: Nyaaa?
1:01:16 | Mew: A snake cat gril 🐍:chillwcat:
1:01:17 | Ekusupuroshon: Yah sure...
1:01:21 | Inaba: what a cute couple
1:01:29 | Happli: beautiful wife !
1:01:34 | Rob G.: 🎉🎊🎉🎊🎉
1:01:37 | Nasty Yukari: Now make dad some food
1:01:47 | max r: Oh, it's party time !?
1:01:47 | TWAIN: we have extra eyes
1:01:47 | Cameron Clarke: when are they gonna kiss
1:01:51 | RBZE7: I'm the ahoge btw
1:01:51 | Mew: She can sense the vibrations in the hair with the tail to see
1:01:52 | TWAIN: you can take eyes from me
1:01:54 | Zhnigo: if she had eyes, she wouldn't marry us
1:01:56 | Raziel: She only has eyes for dad
1:01:58 | Hanabi: of course she has no eyes, it's the only way she could stand to be around us dads
1:02:00 | Kyle: Well it makes sense, she married Dad after all
1:02:02 | ThatVidyaGuy: The only explanation for them making a bear is that Beatani was adopted.
1:02:10 | hohoemikuma: bring back chihiro!
1:02:12 | Rye Mountain: Dont give her eyes, she will see how ugly her husband is...
1:02:21 | BasedBug: Dad and Mom are strong
1:02:28 | Ekusupuroshon: lmao it takes time to say the name
1:02:30 | Mew: Cat eye
1:02:37 | CPTpurrfect: or the wife had an accident... @ThatVidyaGuy 
1:02:48 | Tachi: Lol
1:03:05 | imalittle cupcake: Our daughter thinks we're ikemen, at least
1:03:10 | BasedBug: DON'T WATCH
1:03:12 | CPTpurrfect: it's... a thing
1:03:12 | Ekusupuroshon: Dad??...
1:03:13 | Raziel: dad trying to make a move
1:03:16 | Kyle: 💋
1:03:19 | RBZE7: goal couples tbh
1:03:29 | Happli: getting beaten by Beatani with a stick!
1:03:37 | Steven Frati: daughter is such a brave fighter
1:03:40 | stuffed idiot: いいねー
1:03:45 | Voltage: kinky
1:03:59 | Urakala: please give us some privacy, we need to make you a brother
1:04:28 | Mew: She can feel with the tial
1:04:37 | Mizuki Arisu: If she has no eyes does that make her a catawa?
1:04:39 | Jackku Chan: Looking cute.....!
1:04:46 | Nasty Yukari: She uses echolocation instead
1:04:53 | Ekusupuroshon: It attacked the monster before, so I don't think it'll be a problem
1:04:56 | Zhnigo: she uses the head-tail to sense her surroundings
1:05:26 | Fettuccine フェットチーネ: !
1:05:32 | Hanabi: maybe she's like a bat and uses her ahoge to echolocate her surroundings
1:05:37 | RBZE7: that's our motherly instinct
1:05:40 | BasedBug: HATE DOG
1:05:55 | Ekusupuroshon: DOGS FEAR
1:05:58 | TWAIN: >doggo running away from cate
1:06:01 | Raziel: mama hitting them with the ara ara
1:06:08 | stuffed idiot: the ahoge is actually an antenna
1:06:24 | TWAIN: mom died
1:06:25 | BasedBug: F
1:06:27 | TheCanti: Wife is dead
1:06:29 | Jackku Chan: Wife is weak uuu
1:06:32 | thelastshinobi56: nooooooo
1:06:32 | Urakala: F
1:06:35 | BasedBug: KILL WIFE
1:06:35 | Fettuccine フェットチーネ: rip
1:06:35 | Mew: Dad coudn't protect mom
1:06:36 | Tachi: MY WIFE IS DEAD LET'S GOOO
1:06:37 | Ekusupuroshon: I'm Dead...
1:06:39 | Ludd: F mom
1:06:40 | Rye Mountain: noooooooo
1:06:45 | stuffed idiot: maybe the no legs thing isn't working out for mom...
1:06:45 | Rye Mountain: My only wife...
1:06:49 | Raziel: F
1:06:53 | ThatVidyaGuy: This is how Beatani lost her mom.
1:07:00 | Happli: F
1:07:13 | RBZE7: F
1:07:16 | Rye Mountain: I will never forgive the doggo for killing my wife
1:07:18 | Raziel: It's canon now
1:07:18 | Chloro [クロロ]: DOGGO HATE
1:07:20 | Tachi: F
1:07:21 | Zhnigo: F
1:07:21 | Voltage: fffffff
1:07:35 | Mew: They heal?
1:07:35 | Ekusupuroshon: Dogs killed Beatani's happy family :(
1:07:37 | Hanabi: this is a dog-free zone
1:07:40 | Rozalind Aria: chikin
1:07:41 | Jackku Chan: They're healing!
1:07:44 | Nasty Yukari: Who is going to cook food for dad now...
1:07:45 | Raziel: "The Battle of XP Hill" - 2021, colorized
1:07:45 | Jackku Chan: Doggos are the strongest!
1:07:52 | stuffed idiot: dog boss fight
1:08:16 | Happli: DOG HATE
1:08:24 | Mew: They keep healing
1:08:25 | Voltage: awooo
1:08:26 | BasedBug: AWOObros get out
1:08:31 | Jackku Chan: The dogs are healing themselves
1:08:33 | TheCanti: Seems like dogs can heal themselves
1:08:40 | TWAIN: beatani... go ahead... we'll stay behind
1:08:48 | Raziel: Dad is enraged after his wife died
1:08:51 | Urakala: Great Grey Wolf Sif
1:09:24 | imalittle cupcake: Let's gooooo
1:09:25 | Ekusupuroshon: Dad was mad because his wife died
1:09:26 | RBZE7: UOOOOOOOOOOOOOOOOH
1:09:28 | Mew: If only mom had eyes
1:09:30 | stuffed idiot: dad was lost in a blood lust after seeing his wife die
1:09:48 | Peer: my wife is dead LEEETS GOOOO
1:09:55 | Mew: What if dad gives mom some eyes?
1:09:57 | TWAIN: our eye is twitching with rage
1:10:46 | Raziel: Wife died on our honeymoon LETS GOOO
1:10:46 | Hanabi: please share some food with dad too...
1:10:58 | imalittle cupcake: We are blessed to have a daughter who takes care of us
1:11:25 | Nasty Yukari: Dad's eye is twitchy, too much coffee?
1:11:41 | Ekusupuroshon: I'm alive!
1:11:41 | TWAIN: meow
1:11:55 | Voltage: yes
1:12:15 | Voltage: cute wife 
1:12:27 | Steven Frati: perfect mom
1:12:31 | Mew: mom 2.0
1:12:39 | BasedBug: Man
1:12:39 | Tachi: lol
1:12:43 | Hanabi: oh no now mom will see how horrible dad is
1:12:44 | Raziel: Mom's got a one eyed monster
1:12:46 | Ekusupuroshon: cyclops mom
1:12:53 | Zhnigo: carnivore = meat eater
1:12:55 | stuffed idiot: kanivore
1:13:09 | TheCanti: We need buy to eat more so she can become thick and strong
1:13:15 | BasedBug: Mom's got some NICE thighs
1:13:28 | Hanabi: carnivore - eats meat. herbivore - eats plants. omnivore - eats meat and plants
1:13:36 | Rye Mountain: Wife is gonna see her ugly husband but it is ok because she will finally see her beautifull daughter
1:13:41 | Kyle: Mom has a nose!
1:13:45 | Tachi: She got a nose
1:14:00 | Urakala: Sausage nose looks great
1:14:03 | TWAIN: she's pinocchio now
1:14:15 | RBZE7: cute !
1:14:16 | Zhnigo: @stuffed idiot kanivore...
1:14:31 | TheCanti: Dad's self confidence lowers...
1:14:51 | BasedBug: It's beautiful
1:14:52 | Raziel: Mom's a tripod confirmed
1:14:54 | Chloro [クロロ]: Beautiful..
1:15:00 | Nasty Yukari: After bipedal comes... tripedal?
1:15:06 | Ekusupuroshon: As long as I'm pretty
1:15:29 | stuffed idiot: dad is traumatized from the fight
1:15:31 | Theblekedet: dad is scared
1:15:33 | Mew: or is he afraid that mom will see him?
1:15:34 | Kammerer: good luck! tame the dad!
1:15:34 | stuffed idiot: he's got that 1000 mile stare
1:15:35 | Rye Mountain: Upgraded wife
1:15:41 | RBZE7: bustah wolf ?
1:16:04 | TWAIN: she looks so beautiful in the moonlight
1:16:06 | thelastshinobi56: nya
1:16:22 | Zhnigo: "the moon is beautiful"
1:16:54 | Ekusupuroshon: Monsters become very DANJYARASU
1:17:19 | Shippo: we do know, yes
1:17:28 | Fettuccine フェットチーネ: Yes!
1:17:28 | thelastshinobi56: the more you know..
1:18:04 | RueTobas: i missed the last stream, there's 2 dads now?
1:18:05 | max r: more eyes!
1:18:11 | Nasty Yukari: Dad is high IQ after all
1:18:11 | max r: mom and dad
1:18:23 | Rye Mountain: @RueTobas Dad and his wife
1:18:37 | Hanabi: mom is very cow eye
1:18:39 | TWAIN: cow eye
1:18:41 | thelastshinobi56: kawaii?
1:18:41 | TWAIN: kawaii
1:18:56 | Jackku Chan: Phew
1:19:01 | Mew: mom body too slim
1:19:02 | stuffed idiot: the tail is blocking the eye
1:19:27 | Zhnigo: cute heterochromic eyes
1:19:39 | TheCanti: We need to make our wife thicker
1:19:56 | Ekusupuroshon: Oh god...
1:20:04 | Nasty Yukari: I'm surprised she didn't leave after seeing him
1:20:06 | Zhnigo: architects leave
1:20:06 | BasedBug: Do they need some privacy?
1:20:22 | Chloro [クロロ]: mom and dad TeeTee
1:20:26 | Zhnigo: our wife has a cute pelvis
1:20:34 | stuffed idiot: "wow, what an abomination..." -Mom and Dad
1:20:37 | Mew: level 2 mom!
1:21:50 | Ekusupuroshon: Monsters together strong
1:22:03 | stuffed idiot: chicken genocide with the family
1:22:04 | thelastshinobi56: great team
1:22:22 | Mew: Mom gets the kill
1:22:23 | BasedBug: Mom with the tackle
1:22:27 | ThatVidyaGuy: What a strong family.
1:22:31 | Hanabi: family strong together
1:22:59 | (Verified, Moderator) Streamlabs: max just tipped $5.00 dayo!
1:23:18 | Theblekedet: all for beatani
1:23:51 | Ekusupuroshon: Get someone who looks at you like how mom looks at dad
1:24:03 | RBZE7: Beatani is a momma girl
1:24:11 | Zhnigo: stockholm syndrome?
1:24:14 | BasedBug: Not ugly ✅ Very useful ✅
1:25:16 | Hanabi: mom is a carnivore, can't eat plants
1:25:38 | Jackku Chan: Biririririririririri
1:25:41 | TWAIN: she's trembling in fear
1:25:44 | Mew: Shes afraid
1:25:48 | imalittle cupcake: So weird to have the daughter say this to mom instead of the other way around
1:25:52 | stuffed idiot: kanivores are known to be picky
1:25:53 | RBZE7: b-but our cat mouth
1:25:55 | Ekusupuroshon: Mom is carnivore, plants are bad for her
1:26:08 | Antonio Badilla: Blueberries are fruit not vegetable
1:26:23 | stuffed idiot: daughter is force feeding berries to mom while dad just sit backs and watches
1:26:23 | Nasty Yukari: That doesn't look very healthy to me
1:26:31 | BasedBug: HATE FRUIT
1:26:33 | RBZE7: LEAVE Antonio Badilla
1:26:35 | Rye Mountain: Daughter scolding her own mom
1:26:40 | Nasty Yukari: Blargh
1:26:40 | Zhnigo: shh, big tomato is watching
1:26:45 | Ekusupuroshon: Mom shivers in fear of her daughter
1:26:49 | Hanabi: dad loves mom's spit-up
1:26:59 | Zimbabwe Bill: Abuse...
1:27:04 | Mew: It's like when vegans force their dogs to eat veggies
1:27:06 | imalittle cupcake: Scary daughter...
1:27:09 | Ludd: more domestic violence...
1:27:17 | RBZE7: so even mom isn't safe from the abuse....
1:27:22 | stuffed idiot: Dad is powerless to stop Beatani from abusing Mom
1:27:28 | Zhnigo: that eye is terrified
1:27:45 | Monster hmc: my daughter is too strong
1:28:03 | Ekusupuroshon: This bear likes to scare her parents
1:28:22 | Nasty Yukari: obiyakasu daughter...
1:28:23 | imalittle cupcake: Justice!
1:28:27 | Rye Mountain: From "I love you mom" to "you are very foolish" in just a few secounds
1:28:28 | Hanabi: e-eat your blueberries mom...
1:28:33 | hohoemikuma: bea is justice...
1:28:41 | stuffed idiot: I just realize the kani mouth is upside down....
1:28:42 | Rob G.: 😞 nice guy
1:29:18 | BasedBug: Mom needs MEAT
1:29:18 | Urakala: So nice of our daughter to take care of our braindead mom...
1:29:25 | Monster hmc: mom is scared of her creation
1:29:38 | RBZE7: mom seems to know things about her daughter
1:30:13 | TWAIN: kfc
1:30:41 | imalittle cupcake: Kumagai Fried Chicken?
1:32:08 | imalittle cupcake: Beatani's homecooked meal...
1:32:13 | (Verified, Moderator) Streamlabs: NastyYukari just tipped $7.50 dayo!
1:33:58 | RBZE7: kakoi
1:34:03 | Raziel: It works
1:34:04 | stuffed idiot: such technique!!!
1:34:06 | Chloro [クロロ]: lol
1:34:10 | Nasty Yukari: It works!
1:34:10 | Hanabi: riding mom is a very precarious situation
1:34:13 | Kyle: Trick rider
1:34:15 | Raziel: mom's a freak lol
1:34:17 | Urakala: ???
1:34:19 | TheCanti: Daughter get down from there!
1:34:20 | TWAIN: our daughter is an acrobat
1:34:22 | Zhnigo: It just works
1:34:22 | Question Box: look at that ride form!
1:34:26 | Megiddo: that's uh...
1:34:26 | Rye Mountain: Grass
1:34:39 | Nasty Yukari: Don't question it, it just works™️
1:34:57 | Ludd: 森
1:35:07 | Mew: what the client requested etc... 
1:35:12 | stuffed idiot: this is the forbidden riding technique passed down from mother to daughter for generations
1:35:38 | Raziel: Can this power be learned?
1:35:44 | Nasty Yukari: Forbidden riding jutsu
1:36:06 | Zhnigo: allows for precise weight redistribution
1:36:13 | Rye Mountain: What a nice culture
1:36:14 | Question Box: Mongolian riding tech
1:36:19 | Ekusupuroshon: she is riding her mother...
1:36:27 | Mew: 禁断のテクニック 後ろ向きに乗る
1:36:28 | Raziel: the lore grows deeper
1:36:43 | Ludd: very seiso indeed
1:36:45 | BasedBug: Dad is jealous
1:37:52 | BasedBug: LASER?
1:37:55 | thelastshinobi56: bruh lasers
1:37:56 | Urakala: SUDDENLY LASERS
1:37:57 | Chloro [クロロ]: !?
1:37:59 | ThatVidyaGuy: Run!!
1:37:59 | Mew: WHAT=!
1:38:02 | Sunspots: wtf
1:38:03 | Hanabi: were those frickin laser beams?
1:38:05 | Tachi: La creatura
1:38:06 | Raziel: I'm a firin' mah lazer
1:38:06 | Ekusupuroshon: Laser beams???
1:38:12 | Mew: BREATH OF THE WIRLD
1:38:13 | thelastshinobi56: they evolve
1:38:18 | Zhnigo: mikuru beam
1:38:19 | Ludd: IMMA FIRIN MA
1:38:21 | TWAIN: giant tarantulas
1:38:22 | Nasty Yukari: I'ma firing mah lazerrrrr
1:38:24 | Rye Mountain: Night is scary in this game
1:38:26 | BasedBug: F
1:38:26 | max r: BEAMMMM
1:38:26 | Urakala: RIP
1:38:30 | thelastshinobi56: japanizing beam
1:38:32 | SpaceTalon: F
1:38:33 | sp33d4l0l: who invited doctor octagonapus
1:38:40 | stuffed idiot: If only we could obtain that power
1:38:48 | TWAIN: mom is dead again
1:38:50 | Mew: where is mom
1:39:07 | thelastshinobi56: dad is gosling again
1:39:11 | Urakala: Mom...
1:39:11 | Zhnigo: we need the laser body part
1:39:13 | BasedBug: Not again!
1:39:17 | stuffed idiot: Back to being a single dad again...
1:39:26 | imalittle cupcake: Giving Beatani a piggyback ride!
1:39:28 | Ludd: our wife...
1:39:37 | Nasty Yukari: We must fight lasers with lasers
1:40:22 | Raziel: We have to do our mom science reps and upgrade her
1:40:22 | stuffed idiot: Well at least dad doesn't have to share beatani with mom anymore
1:40:41 | thelastshinobi56: lmao
1:40:57 | BakedBanana: oh
1:40:58 | CPTpurrfect: was afk for a bit
1:41:00 | CPTpurrfect: what happened
1:41:30 | BasedBug: @CPTpurrfect Laser spiders killed Beatani and Wife
1:41:39 | stuffed idiot: @CPTpurrfect got lazer'd by robocrabs and now mom is dead
1:41:41 | thelastshinobi56: lol
1:41:46 | Ekusupuroshon: Run!
1:42:08 | ThatVidyaGuy: Mom is lost
1:42:09 | CPTpurrfect: again? @stuffed idiot @BasedBug 
1:42:38 | Stray Wolf: an ordinary day in Australia
1:42:39 | Hanabi: how did this game go from chickens and pigs to laser beams so fast
1:42:59 | Ekusupuroshon: Upgrades
1:43:06 | thelastshinobi56: watch out for spurdo
1:44:01 | Mew: I can hear the zelda laser sounds
1:44:07 | Stray Wolf: its safe
1:44:16 | RBZE7: We have to acquire lasers now
1:44:20 | hohoemikuma: radio taiso time
1:44:37 | Mew: radio seiso?
1:44:38 | Rye Mountain: 🎶
1:44:47 | Satorin_Komeiji: cute
1:44:50 | Zhnigo: bgm tskr
1:44:53 | Ekusupuroshon: Radio exercises? I thought the bear hated exercising
1:44:56 | A A: Karaoke.
1:45:20 | ThatVidyaGuy: lofi beatani beats to relax/study to
1:45:23 | max r: Any time I think about the morning exercises i think of Battle Royale movie...
1:45:33 | CPTpurrfect: ... cat....dog?
1:45:35 | Stray Wolf: catdog
1:45:36 | Hanabi: catdog? I hope they got the license for that
1:45:42 | CPTpurrfect: oh no
1:45:43 | Megiddo: one fine day with a woof and a purr
1:45:44 | BasedBug: Yup, that was a good show
1:45:46 | A A: catdog is an american cartoon.
1:45:48 | CPTpurrfect: we gotta sing it now?
1:45:49 | Nasty Yukari: Caaatdog ™️
1:45:54 | CPTpurrfect: I guess we singing now
1:46:00 | CPTpurrfect: let's go chat
1:46:05 | D3bugged: hilarious show
1:46:07 | Antonio Badilla: C&D incoming
1:46:16 | ThatVidyaGuy: Alone in the world was a little catdog
1:46:18 | Ekusupuroshon: I never watched the show...
1:46:29 | Ark K.: ohadayoo
1:46:32 | AH-64D: One fine day with a woof and a purr
1:46:53 | CPTpurrfect: One fine day with a woof and a purrA baby was born and it caused a little stirNo blue buzzard, no three-eyed frogJust a feline, canine little catdogCatdogCatdogAlone in the world was a little catdog
1:46:54 | Megiddo: A baby was born and it caused a little stir
1:47:34 | CPTpurrfect: No blue buzzard, no three-eyed frog
1:47:41 | BasedBug: I miss when dad would yell UUUOOOOHHHH constantly
1:48:05 | Ekusupuroshon: @BasedBug that's based yah
1:48:10 | Megiddo: That was due to the cow mouth, right?
1:48:26 | ThatVidyaGuy: Dad looks so happy.
1:48:35 | BasedBug: Yeah
1:49:28 | ユーネ / Yuune: cute spider
1:49:33 | Zhnigo: H-HAYAI
1:49:48 | RBZE7: venom* 🙂
1:50:05 | RBZE7: oooh nice leg
1:50:40 | stuffed idiot: spider parts would be perfect to "improve" mom
1:51:03 | BasedBug: Time to level up the parents
1:51:21 | Ekusupuroshon: Who is (you)?
1:51:21 | ユーネ / Yuune: who is (you)!
1:51:39 | max r: yah!
1:51:46 | ユーネ / Yuune: や
1:52:11 | Ekusupuroshon: She erased her mom...
1:52:13 | BasedBug: Time to recreate the wife (male)
1:52:34 | Rye Mountain: Wife 2.0
1:52:34 | Zhnigo: look how flat she is
1:52:53 | ユーネ / Yuune: need those cat ears
1:53:38 | BasedBug: Yes, that is a cat
1:53:45 | stuffed idiot: perfection takes time, i'm certain mom will be beautiful after this
1:54:06 | TWAIN: heterochromia
1:54:11 | ユーネ / Yuune: nya
1:54:25 | Raziel: a cat is fine too
1:54:26 | TWAIN: hey, the cat ear actually looks like a cat ear now
1:54:36 | Mew: Sexy mom
1:54:38 | Fettuccine フェットチーネ: No more ahoge :<
1:54:42 | Verijero: wormcat
1:54:56 | RBZE7: Use the spider legs !
1:55:09 | ユーネ / Yuune: two legged cat
1:55:14 | DragonJun: Edward onichan,.,,
