-11:06 | Drachen: 10 minutes...
16:52 | Ark Sword Misc.: おはよう
16:55 | Shuko: lol
16:56 | Drachen: Nobody would go on the Internet and tell lies! 
17:01 | ThePlatinumCan: lol
17:02 | nicenature: we are all office ladies
17:02 | Oliver Meloche: enjoy the lie lololol
17:06 | Apu 2: wait one 
17:10 | ユーネ / Yuune: Beatani love 🐻🍀♥️
17:10 | Apu 2: im bringing a mom over
17:11 | chang og: you can be a mom
17:12 | SkysNotTheLimit: Goals: 1000 friends, meet HIROYUKI, find mom
17:15 | Arcterion: @Karsh I dunno, man. "Almost 1k subs" is a weird name for an isekai.
17:15 | GrassHopperMouse: On the internet we are all cute girls 
17:15 | King Weeb: Which boards do you browse?
17:15 | ThePlatinumCan: People on the internet lies!?
17:21 | Gamer: she was only at 400 this morning, now she is almost at 1k
17:21 | Outwith: Yes
17:25 | Spannish Palau: Thank you for being so real. I didn't knew such thing is possible, hope your reputation won't be damaged because of this.
17:29 | Juliet: 🐻🍀
17:38 | Apu 2: on the internet i can be autistic frog and no one will judge me
17:49 | Sunspots: ganbatte ~
17:54 | King Weeb: /a/?
17:56 | Jackku Chan: Hiroyuki is an office lady...
17:57 | ShinHylus: Who would do that, just go on the internet and lie?!
17:59 | Drachen: Not everyone
18:01 | Fluffy Fish: I don't even know Hiroyuki tbh
18:01 | Doctor Pavel: Hiroyuki mentioned
18:02 | Raziel: I just realized Beatani is a isekai protagonist. Sasuga
18:04 | ユーネ / Yuune: hiroyuki is cool
18:08 | Aldwin Ryder: Does Hiroyuki talk about 4chan on his radio show?
18:10 | Kyle: Hiroyuki is an enigma
18:11 | SkysNotTheLimit: HIROSHIMOOOOT
18:11 | Eika: not really
18:15 | Shuko: I don't hate Hiroyuki
18:16 | hustler one: Do you know about MOOT
18:17 | nicenature: we don't know him
18:22 | Shuko: But I don't know about him very much
18:23 | WizJR W: mooooooot
18:25 | Ain't It: It's ok, if you like him then I'll like him!
18:25 | O5060403: I don't hate Hiroyuki 
18:27 | Listening Man: don't bend your preferences around us. 
18:28 | Oliver Meloche: Hiroyuki is fine, different people have different beliefs 
18:29 | kaiserschmarrn_: moot? never heard of him
18:31 | Disgrace: Hiroyuki is okay 
18:32 | クラガリ葉月: アドミンとモッドがキライ
18:33 | Gamer: Did she post that thread on /vt/?
18:33 | .sandrio: Did Snacks do something wrong?
18:34 | Tachi: Hiroyuki is ok
18:35 | Juliet: Hiroyuki is no moot, but he's okay
18:37 | GrassHopperMouse: Hiroyuki is a mixed bag
18:38 | Karsh: cute and punny
18:40 | Doctor Pavel: Hiroyuki hate
18:42 | Nimue Albon: Not dislike, just distrust
18:42 | King Weeb: Hiro just adds too many weird boards lol, like /pw/
18:43 | GrassHopperMouse: It's okay if you like him
18:43 | Jackku Chan: Hiroyuki has bad english!
18:45 | Mew: You know talking to him might be within reach 🤔
18:45 | Apu 2: cute and funny bear
18:45 | Meneltir: Hiroyuki is the founder of 2chan and current owner of 4chan
18:46 | Jor Leifur: It's okay to like who you like!
18:50 | nicenature: we would like to know more about him
18:56 | Aldwin Ryder: Hiroyuki pretends to not know english if we try to talk to him sometimes
19:03 | Outwith: I don't mind him, depends who you ask
19:07 | Jubes: Hiroyuki is probably a Dad too
19:09 | Drachen: We may not all like Hiroyuki, but we all like you!
19:10 | chang og: hiroyuki is god in internet culture
19:15 | Théo: Yeah love this game
19:17 | hustler one: Kamige?
19:20 | EvilBetty: Hiroyuki is no moot, but moot is no moot
19:20 | Fluffy Fish: KAMIGE YES
19:22 | SkysNotTheLimit: Cummy games?
19:25 | Apu 2: play saya no uta 
19:30 | Marploah: god game right?
19:32 | Orange Princess: please teach us to slay the spire
19:33 | hustler one: is kamige the opposite of kusoge?
19:34 | Shuko: Yes! Slay the Spire is kamige
19:34 | Börk Börk: GOD GAME
19:35 | Xenitan: We generally know what Kamige means
19:35 | ThePlatinumCan: 神げー
19:37 | グレイダス: yes
19:38 | Mew: How did you find about it? Suprised you found it?
19:38 | Eika: We know kusoge and kamige
19:40 | フェットチーネ: Yes
19:43 | soreteH: cunny ge?
19:44 | Idle Bear: Fun rogue lite game!
19:46 | ユーネ / Yuune: god game
19:47 | Admiral Smug: yes
19:47 | Hanabi: KAMIGE = GOAT
19:49 | Catterer James: GOTY
19:49 | Fluffy Fish: kamige = God game (aka a great game)
19:50 | GrassHopperMouse: kami = god, ge = game?
19:50 | WizJR W: god game
19:51 | Ark K.: kamige?
19:54 | ShinHylus: Kamige opposite of kusoge
19:55 | Ark Sword Misc.: I like kusoge
19:55 | quietly: Godly game
19:55 | Jor Leifur: kamige=god game (a good game)
19:57 | .sandrio:  think a lot of us know what kamige or kusoge means
20:04 | Ark K.: god game?
20:06 | Apu 2: based game
20:08 | SkysNotTheLimit: BEATANI IS かみ
20:09 | Gamer: God gamer
20:09 | Darthclone2: baetani is kami
20:10 | Börk Börk: kamige = goaty
20:11 | グレイダス: god geemu
20:13 | Hanabi: (goat = greatest of all time)
20:13 | Drachen: Shortening
20:14 | O5060403: Kamige is god game, kusoge is a very bad game.
20:15 | nicenature: Keikaku = Plan
20:16 | Aftertone: I knew Kusoge but not Kamige. This is interesting
20:29 | クラガリ葉月: 英語でちょっと変。"Good game" って大丈夫かな。
20:32 | Shub Nee-chan: God Game aka a Game so good it became a GOD
20:32 | .sandrio: actually the kamige 
20:38 | Jubes: Kamibeatani
20:41 | Raziel: Do they have the pinball game in your area of XP Hills?
20:44 | .sandrio: kamige = goat makes a lot of sense
20:44 | Aldwin Ryder: I learned 神ゲー　one of the first words I learened in japanese
20:47 | zero despair: What did you mean "It's easy to lie on the Internet but in an enjoy the lie,yes good lie" are you telling to tell us something
20:48 | SkysNotTheLimit: I love learning Japanese from Beatani
20:48 | グレイダス: うんうん
20:49 | Fluffy Fish: kusoge are fun to play sometimes
20:49 | Jackku Chan: What is OK game?
20:50 | ユーネ / Yuune: beatani is 神クマ
20:51 | Mew: 神ちゅば
21:01 | Gamer: O5060403 you noticed
21:01 | Apu 2: beatani is so smart, cute and funny
21:05 | Renekton FTW: 🐊
21:06 | Aldwin Ryder: it's god-tier game
21:07 | SkysNotTheLimit: Based Game and Cringe Game
21:11 | Karsh: Western otaku often know some Japanese slang
21:15 | PixelRush: does kamige mean very good game?
21:18 | Arcterion: God-tier or GOAT (Greatest Of All Time)
21:18 | StrangerSeen: What games does bear consider god games?
21:18 | hustler one: Kamikuma
21:26 | Jor Leifur: In english, we have something similar. GOAT (Greatest of all time)
21:27 | Fluffy Fish: we are all gods in this blessed day
21:29 | Kyle: Godfathers yes
21:31 | Gamer: god father?
21:32 | GrassHopperMouse: In english, GOAT = Greatest Of All Time
21:39 | SkysNotTheLimit: We are Internet Godfathers
21:41 | Apu 2: based
21:42 | Disgrace: The god father 
21:43 | Ark K.: god father yess
21:49 | Fluffy Fish: oh...................
21:50 | Aldwin Ryder: godfather is a christian tradition, if the parents die than the godfather takes care of cihldren
21:53 | Drachen: Ouch...
21:54 | Apu 2: LMAO
21:54 | Mew: wwwwwwwwwwwwwwww
21:54 | SkysNotTheLimit: OWCH
21:54 | Aftertone: Goat = kamige 
21:54 | Marploah: yes..............
21:55 | kaiserschmarrn_: brutal...
21:57 | Apu 2: she spittin fax doe
21:58 | knowsur: big 草
21:58 | GrassHopperMouse: ah..
21:58 | quietly: roasting chat....
21:58 | EvilBetty: damn...
21:58 | Börk Börk: なんで？
22:00 | Oliver Meloche: lol, all unmarried fathers
22:00 | SkysNotTheLimit: OH MY GOD
22:01 | Karsh: pain
22:01 | Doctor Pavel: STOP STOP STOP SOTP
22:01 | ThePlatinumCan: OUCH
22:02 | rectalexam1: lmao
22:02 | Apu 2: awwwwwwwwwwwww
22:03 | Shuko: ;_;
22:03 | Juliet: roasted
22:03 | nicenature: haha......
22:03 | Wayne Kerr: hahahaha
22:04 | .sandrio: it hurts
22:04 | NatrixNatrix: damn
22:04 | Admiral Smug: *chair clattering*
22:04 | Jor Leifur: wwwwwwwwww
22:07 | Apu 2: brutal but cute
22:07 | Choryf: dropping the bomb
22:07 | ユーネ / Yuune: kusa
22:08 | Oliver Meloche: good dad=single man
22:08 | ThePlatinumCan: AAAAAAAAAAAAA
22:08 | EvilBetty: I'm dead
22:08 | hustler one: pain-dayo
22:09 | Aftertone: wwwwww
22:09 | Shuko: lmao
22:10 | 「Loru Apollo」: nice
22:10 | NatrixNatrix: lmao
22:11 | Jackku Chan: Funny haha....
22:11 | Disgrace: Oh wow haha 
22:12 | StrangerSeen: Out here murdering lads
22:12 | Dame Yen: あ
22:12 | chang og: godfather warota
22:14 | Shuko: PAIN
22:14 | david johnston: ouch that hurts......
22:15 | fuwuta gaming: pain
22:15 | King Weeb: Uuuuooooohhhhhh!
22:15 | Börk Börk: 苦しい
22:15 | james heller: virgin dads...
22:16 | OverMagnet: Roasted
22:16 | Ekigo: pain
22:16 | Nixo: pain peko
22:17 | Jubes: cute and funny roast
22:17 | Margrave: lol
22:17 | Aftertone: wwwwwww
22:18 | Apu 2: cute bear being savage doe
22:18 | Sunspots: www
22:19 | クラガリ葉月: だ。。よ。。ね。
22:20 | Ain't It: lol you got us good!
22:20 | PixelRush: damn
22:20 | quietly: itai desu
22:21 | Hertan: あっ
22:22 | Drachen: いったい。。
22:22 | OverMagnet: Hahaha
22:23 | Kemonomimi: lol
22:23 | Fluffy Fish: it's okay we understand it's joke
22:24 | Apu 2: i mean you are right lmao
22:26 | Ain't It: wwww
22:28 | Wayne Kerr: funny bear
22:30 | 「Loru Apollo」: Joke yo!
22:33 | ThePlatinumCan: A-haha... ^^;
22:38 | Apu 2: funny bear
22:42 | Raziel: 😂
22:45 | Hertan: 牙助かる
22:52 | SkysNotTheLimit: Our Bear Daughter is addicted to Drug God Games
22:59 | Börk Börk: galaxy? lol
22:59 | OverMagnet: CUTE AND FUNNY
23:01 | Eika: how many hours have you played it for?
23:05 | Gamer: galaxy
23:06 | Aldwin Ryder: how you say it's crack game in japanese?
23:07 | Xenitan: a galge?
23:10 | Jackku Chan: Slay the spire IKZ
23:10 | Drachen: Based game
23:16 | Fluffy Fish: galaxy? she said galge right
23:21 | Gamer: mario galaxy
23:23 | Disgrace: I mean drug god games are pretty nice
23:24 | Skaaberen Lab: man, subscription count going up real quick. you'll hit 1000 in no time!
23:26 | Globalnet626: Slay them all
23:29 | ユーネ / Yuune: based kamige
23:31 | Apu 2: gaming with the bear
23:38 | Drachen: いくぞ！
23:40 | Raziel: Getting close to 200 people watching!
23:42 | SkysNotTheLimit: がんばれ!
23:47 | Mew: It would have been fine in Japanese we know the cards
23:48 | クラガリ葉月: 大丈夫かな。。
23:48 | kurokamitenshi: Let us know if there is a word you dont know
23:48 | Darthclone2: I like you already bear girl
23:49 | Marploah: your english is great tho
23:50 | chang og: galge is hentai game
23:50 | Oliver Meloche: wow your playing it in english, impressive
23:51 | ユーネ / Yuune: ganbatte
23:51 | Chloro [クロロ]: がんばれー!
23:52 | Fluffy Fish: IKZ!
23:54 | Kammerer: Ganbatte!
23:55 | Aftertone: slay that spire, beatani 
23:56 | Shuko: LETS GO
23:57 | Darthclone2: I will watch more streams!
23:59 | Kyle: Let's gooo!
23:59 | SkysNotTheLimit: This will be a good way to learn English!
23:59 | GrassHopperMouse: playing in English a game you know in Japanese might be good English practice!
24:02 | Apu 2: you are really improving on your english
24:02 | hustler one: IKZ
24:02 | WizJR W: IKZ
24:05 | MiiMuu: time to slay some spires
24:06 | Arcterion: If you play the game a lot, then playing it in English would be a great way to expand your vocabulary. 👍
24:09 | Shuko: ehhhh?
24:11 | Sheep: lmao
24:11 | Jubes: Good luck Beatani!
24:12 | Karsh: ?!
24:12 | Fluffy Fish: hentai game? 😳
24:15 | Théo: lmao
24:17 | hustler one: nani
24:17 | kaiserschmarrn_: lol
24:18 | Jackku Chan: Wow Slay The spire is super interesting now
24:19 | Doctor Pavel: hentai game confirmed
24:19 | Idle Bear: hehe
24:20 | Gamer: what
24:20 | destructself: hentai game
24:22 | Jor Leifur: Maybe with mod? www
24:23 | ThePlatinumCan: what
24:23 | Wayne Kerr: wwwww
24:23 | chang og: IKZ
24:24 | Aftertone: wut
24:24 | Bra: eh?
24:29 | OverMagnet: え？
24:33 | ユーネ / Yuune: it is good game
24:35 | Karsh: Ah... I see
24:38 | GrassHopperMouse: choices
24:38 | Fluffy Fish: because the game fucks you in the ass?
24:39 | Eika: ohh
24:39 | Apu 2: heroin
24:42 | Aldwin Ryder: hentai kuma?
24:44 | Doctor Pavel: heroin
24:46 | Xenitan: Oh they probably don't have a term for 'roguelike' in Japanese
24:47 | .sandrio: i hope she pulls some incredible meta stuff for us to marvel at
24:47 | Idle Bear: Who is your favorite character?
24:53 | A Guy Called Squid: Watcher!
24:54 | OverMagnet: わかりました
24:57 | Drachen: Good pronunciation!
24:57 | Karsh: Defect best girl
24:59 | Aftertone: which one do you like the most
25:03 | chang og: hiroyuki
25:07 | ユーネ / Yuune: many cool heroines
25:07 | Quaraezha: Is this the cute and funny bear Vtuber
25:10 | Jor Leifur: Who is your favorite?
25:13 | Fluffy Fish: oh, because there are "heroines", okay
25:15 | SkysNotTheLimit: Pick your favorite, show us how to play!
25:21 | Apu 2: roglike
25:24 | Apu 2: cute and funny
25:28 | 「Loru Apollo」: Ironclad bros
25:31 | destructself: a galge . . .
25:32 | Apu 2: choose the watcher
25:40 | Fluffy Fish: husbando?
25:41 | Aldwin Ryder: the japanese wikpedia says they use rouguelike also in katakana
25:43 | .sandrio: oh man i never actually tried the defect or the watcher, shows how long i havent played this
25:45 | Jackku Chan: Ironclad is a godfather too!
25:47 | Gamer: loud
25:48 | Mew: Does it have Japanese voices?
25:48 | Arcterion: New slang learning time: 'waifu' instead of 'heroine'.
25:50 | Theoran12: ironclad is 28?
25:51 | SkysNotTheLimit: Teahc us Beatani-せんせい!
25:56 | Karsh: Ironclad is totally a tsundere
26:01 | Gamer: sports man?
26:06 | Doctor Pavel: beautiful women
26:17 | KappaMikeyTSF: good. morning beatani, and hey lads
26:19 | nicenature: cute....
26:20 | Fluffy Fish: I can beat the game with the rest, but never with the silent somehow
26:21 | Jor Leifur: So that's why she has a mask
26:23 | Apu 2: ironclad is /fit/
26:23 | ShuuyaP: Ironclad looks pretty cool
26:25 | quietly: she is a waifu?
26:28 | SkysNotTheLimit: Good morning chief, welcome to the stream
26:32 | Arcterion: Clumsy.
26:39 | StrangerSeen: Silent is just chuuni give her a break
26:39 | ユーネ / Yuune: clumsy girls are cute
26:48 | .sandrio: dojikko = clumsy girl
26:54 | Karsh: Would still eat her valentine cookies
26:56 | Börk Börk: naruhodo
26:57 | quietly: dojikko = clumsy girl
26:57 | GrassHopperMouse: ah, chuunibyou heroine!
26:57 | SkysNotTheLimit: I love this story
26:58 | fuwuta gaming: scary
27:05 | destructself: so the silent is haachama
27:06 | Melon Pan: 度事故 = clumsy
27:07 | Shuko: I see lol
27:14 | zero despair: Your English is very good
27:15 | Chloro [クロロ]: Poison curry hmm.. delicious
27:23 | kaiserschmarrn_: chammers....
27:24 | SkysNotTheLimit: OH NO
27:25 | ThePlatinumCan: ww
27:28 | Apu 2: go with the watcher \
27:31 | kaiserschmarrn_: too soon...
27:32 | SkysNotTheLimit: Cooking with tarantulas
27:32 | Jor Leifur: www
27:32 | Ark K.: wait what?
27:32 | ユーネ / Yuune: kusa
27:35 | Sero Sero Ch. NeoFlyingDragon: Hello : D
27:38 | StrangerSeen: based bear 
27:38 | fuwuta gaming: hachaama
27:38 | Drachen: Kumachama...
27:40 | MonquSurtonpif: uoh
27:41 | Gamer: no
27:42 | Kemonomimi: lol
27:44 | Darthclone2: baechama....
27:45 | Admiral Smug: 草
27:46 | Nixo: Wait, could it be her?
27:50 | Outwith: Justice for Haachama
27:52 | Fluffy Fish: I like the defect the most
27:52 | Apu 2: chama chama
27:53 | webm aristocrat: heh
27:57 | Kyle: I like this guy
27:57 | Gamer: Bearchama
27:58 | SkysNotTheLimit: は。。。ちゃまあ？
27:59 | The Mythical Wa Ge: woah she said hachamachama
28:02 | quietly: kumachama
28:05 | KappaMikeyTSF: your English is improving every stream, keep it up!
28:09 | Disgrace: The shy haachama jaha 
28:13 | GrassHopperMouse: I know a tech priest when I see one
28:15 | .sandrio: the pepeloni...
28:21 | Karsh: Defect is like Jujutsu Kaisen's Mechamaru
28:22 | destructself: You're doing a good job funny bear
28:24 | SkysNotTheLimit: Grad School
28:32 | Doctor Pavel: Do you like the pepperoni?
28:34 | Mew: "graduate school of sciences" technically 
28:43 | Meneltir: postgraduate
29:00 | Ain't It: Whoa I'm an engineering student too!
29:00 | Sheep: yah
29:12 | kurokamitenshi: cuz of her blue skin
29:12 | GrassHopperMouse: How can she be a watcher if her eyes are closed
29:14 | destructself: based
29:15 | SkysNotTheLimit: Is watcher a fujoshi?
29:16 | Kammerer: watcher's stances are a pain!
29:17 | Apu 2: no watcher
29:18 | nicenature: メンヘラ？
29:19 | Apu 2: sad!
29:19 | Jor Leifur: Watcher is menhera?
29:22 | Kemonomimi: bipolar
29:22 | Jackku Chan: Watcher is bipolar...
29:25 | Fluffy Fish: she's bipolar
29:29 | 「Loru Apollo」: just like me
29:30 | クラガリ葉月: メンヘラ
29:30 | Chloro [クロロ]: menhera ww
29:31 | Arcterion: The Watcher = psycho voyeur ಠ◡ಠ
29:31 | Apu 2: arthoe
29:31 | フェットチーネ: menhera
29:32 | .sandrio: watcher is confirmed schizo
29:32 | Drachen: Menhera lmao
29:33 | Jor Leifur: lmao
29:34 | nicenature: just like me
29:34 | ユーネ / Yuune: relatable kusa
29:34 | ThePlatinumCan: www
29:35 | Jubes: Watcher is not cute and funny
29:35 | Geister: I heard this game is amazing
29:37 | Sheep: menhera kek
29:41 | webm aristocrat: menhera
29:44 | Serpico: matsuri?!
29:45 | Sunspots: Based bear dislikes schizos 
29:45 | Fluffy Fish: Watcher is cringe
29:46 | prim2: KEK
29:48 | Apu 2: watcher is not cute and unfunny
29:54 | Kammerer: Watcher is tsundere?
30:05 | King Weeb: Cute + funny = what again?
30:10 | Fluffy Fish: good taste
30:13 | Jor Leifur: Nice!
30:14 | Shuko: Orb boy is fun
30:14 | Kammerer: Bad meme
30:17 | Apu 2: watcher is bipolar
30:18 | Eika: Nice!
30:18 | Zip Zorp: Slay the Spire is really cool
30:20 | Mew: :yougotthis: Best Choice
30:22 | Apu 2: uncute and unfunny
30:23 | Karsh: What's Defect's name in Japanese?
30:25 | david johnston: defect is a bro
30:27 | Gamer: defect is CUTE and FUNNY
30:31 | Fluffy Fish: we are all defects?
30:32 | soreteH: based bear
30:32 | kaiserschmarrn_: LOL
30:32 | SkysNotTheLimit: BOYS WE ARE DEFECTS
30:33 | Arcterion: @King Weeb Beatani, obviously.
30:35 | Doctor Pavel: we are defect?
30:35 | Apu 2: yeah indeed, i am a defect
30:35 | GrassHopperMouse: a-are you calling us defects?
30:36 | Zip Zorp: Defect is good robot
30:36 | Eika: LOL
30:37 | Disgrace: Yeah go with them 
30:37 | 「Loru Apollo」: let's goooooooooo
30:38 | Apu 2: based bear
30:38 | Drachen: Us?
30:39 | hustler one: BASED
30:40 | Apu 2: spittin fax
30:40 | nicenature: 告白？
30:41 | Shuko: I'm a defect......
30:41 | GrassHopperMouse: ouch..
30:41 | Jackku Chan: It's true!
30:42 | SkysNotTheLimit: True
30:43 | kaiserschmarrn_: labeled as virgins and then defects
30:44 | Wayne Kerr: lol
30:44 | Nixo: .......
30:45 | Raziel: 😎
30:45 | Dame Yen: kusa
30:46 | Chloro [クロロ]: Ouch lol
30:47 | Skaaberen Lab: lol
30:47 | Aftertone: LMAO
30:47 | Gamer: we are defects
30:50 | Arcterion: Well, she's not wrong...
30:52 | King Weeb: Roasted lel
30:54 | SkysNotTheLimit: We are defects without girlfriends..
30:54 | Jor Leifur: I'm a defect 😆
30:54 | Idle Bear: We are defects. 
30:54 | Fluffy Fish: LMAO
30:56 | Ain't It: Cool!
30:58 | Nixo: Am I watching shigure ui
30:59 | GrassHopperMouse: defect = 瑕疵
31:03 | Eika: LOL
31:04 | Lapis Lewdzuli: lol
31:04 | Drachen: We are defect otaku...
31:16 | webm aristocrat: lmao
31:17 | Idle Bear: I can relate
31:18 | Skaaberen Lab: defect is accurate for us
31:21 | shadowmaverick15: Hello cute bear
31:21 | Sheep: chuuni
31:23 | Apu 2: cute and funny
31:26 | Kammerer: Defectani...
31:28 | SkysNotTheLimit: LETS GOOOOOOOO
31:48 | Shuko: What ascension is she on?
31:54 | SkysNotTheLimit: でふぇくと。。。
31:58 | Apu 2: KILL HIM
32:00 | Gamer: many choices
32:00 | Apu 2: COME ON
32:02 | Apu 2: YOU CAN DO IT
32:06 | Karsh: She's playing no-ascension now it seems
32:07 | .sandrio: if she hasnt played in english before this is going to be tough
32:09 | soreteH: 900 friends let's goooo
32:20 | Shuko: lol
32:21 | 天上天下唯我独尊: www
32:21 | Gamer: shopaholic 
32:22 | Apu 2: YOU CAN DO IT
32:22 | Drachen: Good drug!
32:31 | Melon Pan: 鯨？？？
32:32 | .sandrio: you can tell the skills themselves by the images but the new game bonuses are text only
32:36 | Börk Börk: お姉ちゃん一緒に遊ぶ？
32:40 | Kammerer: STS + Beatani = double drug?
32:44 | Karsh: Ah
32:44 | Apu 2: death
32:47 | Karsh: The bonus...
32:49 | King Weeb: Let's all love Beatani!
33:10 | GrassHopperMouse: what does ascension do?
33:13 | King Weeb: Serial Experiments Beatani lol
33:14 | Karsh: なんかごめん
33:16 | Skaaberen Lab: We're part of the original 1000 friends! Already at 900, you'll probably get there today.
33:21 | Mew: HARD MODE 
33:22 | Apu 2: We love you bear
33:29 | SkysNotTheLimit: Max HP is better long-term, probably?
33:33 | SkysNotTheLimit: I've never seen this game before
33:33 | Jor Leifur: ascension is basically several levels of hard modes
33:44 | Jor Leifur: every step makes it harder
33:57 | .sandrio: yeah ascension is an escalating hard mode
34:00 | Kammerer: Bearly ascended
34:15 | ユーネ / Yuune: looks hard
34:15 | Apu 2: bear ascended the cute and funny realm
34:20 | Jor Leifur: if you can reach a miniboss and reduce it to 1hp, then it's a lot better than 7 max hp
34:22 | Apu 2: now she is super cute and funny
34:32 | SkysNotTheLimit: Ahhh
34:35 | Drachen: 難しいな。。。
34:37 | Börk Börk: right
34:43 | フェットチーネ: So that's why is like galge
34:47 | Karsh: I'm a ? & Camp maniac, my route would be obvious there
34:49 | Apu 2: KILL KILL KILL KILL
34:51 | Apu 2: DO IT
34:51 | kurokamitenshi: very cute and funny
34:52 | Apu 2: COME ON
34:55 | Apu 2: YOU CAN DO IT
34:58 | King Weeb: Cute and funny!
35:12 | Apu 2: BASED
35:15 | Apu 2: FIRST BLOOD
35:22 | SkysNotTheLimit: This game looks really fun
35:26 | spinakker: why not take the question marks and possibly take a 1hp empowered elite fight
35:27 | Wayne Kerr: tactical bear!!
35:28 | nicenature: KK86F21FUUMK <The seed so you can play along
35:32 | zero despair: You're almost at 1000 subs
35:34 | Apu 2: tactical bear 
35:37 | Apu 2: clearing the spire
35:43 | .sandrio: i honestly respect how much of the english comments she can parse and respond to
36:00 | Apu 2: yeah
36:05 | Apu 2: she did a good job
36:10 | Jackku Chan: What an easy game!
36:23 | SkysNotTheLimit: Beatani-Sensei giving us the best strategies
36:30 | Eika: 😳
36:31 | Karsh: I'd skip
36:37 | Gamer: she is trying to explain the game to us
36:41 | Gamer: this is cool
36:52 | Jor Leifur: It's a good thing they have the same art in jp and en
36:59 | Mothman: 😳
37:01 | ユーネ / Yuune: kakkoii
37:04 | Shuko: Pro caterpillar killer
37:10 | Mew: XP Wallpaper cleared
37:11 | Jubes: REMOVE CATAPILLERS
37:12 | SkysNotTheLimit: CATEPILLARS BTFO
37:13 | Idle Bear: Protect the hill!
37:13 | クラガリ葉月: きれいになった
37:13 | Jor Leifur: 👏sasuga
37:15 | bockyx: >windows xp wallpaper
37:16 | Aftertone: cute bear is teaching me and doin her best
37:18 | NatrixNatrix: notNEET bear doing her job!
37:18 | bockyx: Based
37:19 | OverMagnet: Gatekept
37:19 | .sandrio: REMOVE
37:19 | Doctor Pavel: caterpillar extermination
37:20 | Kyle: Pesky things
37:21 | Doctor Pavel: すごい
37:23 | Oliver Meloche: cleaning catepillars lol
37:29 | Börk Börk: Unko?
37:30 | Drachen: So many slimes...
37:31 | Mew: BLISS 
37:34 | Gamer: Natrix
37:35 | Shuko: Oh this encounter sucks
37:39 | King Weeb: Remove slime!
37:41 | bockyx: lol
37:44 | StrangerSeen: slimed
37:44 | SkysNotTheLimit: This looks hard
37:44 | ThePlatinumCan: ww
37:47 | グレイダス: 神ゲーマーベアタニ
37:54 | Chloro [クロロ]: Zako monster!
37:57 | BunBun, NTRthrologist: CaterpillarBros we got too cocky...
37:58 | chang og: mendokusaine-
37:58 | .sandrio: yeah this ia an unlucky fight
38:01 | Jackku Chan: Slimed
38:06 | Globalnet626: based bear!
38:13 | Shuko: LIGHTNING 
38:16 | Drachen: Good job!
38:21 | Karsh: Power potion makes the card cost 0 so picking a high-cost one is usually very good
38:26 | Gamer: Official IROG vtuber 
38:33 | ユーネ / Yuune: I will try it!
38:35 | Apu 2: based bear killing monsters
38:39 | SkysNotTheLimit: Looks like I'm gonna buy it..
38:44 | nue nue: got it on switch, silent is easier to use 
38:47 | Chloro [クロロ]: I afraid I'm going to get addicted again lol
38:50 | Theblekedet: I'll save up to buy it then...
38:51 | Apu 2: IROG GANG
38:58 | Apu 2: IROG GANG
39:00 | SkysNotTheLimit: Have you played this Chloro?
39:16 | chang og: beatani is drug too
39:17 | kurokamitenshi: At this rate, you should do a sponsored stream for slay the spire
39:25 | Karsh: I suggest skipping
39:34 | Mew: GoG affilate maybe?
39:52 | Shuko: Beatani, will you fight the Heart Boss?
39:57 | Gamer: @Apu 2 Natrix I'm coming for you
39:58 | 柊木ちんぽむ。: I love you . Chisato is human.
40:04 | Ark K.: in your what?
40:08 | Chloro [クロロ]: @SkysNotTheLimit I played it when it came out, now let's focus on the stream ^^
40:09 | Jor Leifur: Based!
40:09 | 天上天下唯我独尊: BASED
40:11 | SkysNotTheLimit: BASED
40:11 | Margrave: ww
40:12 | Shuko: BASED upgrade
40:12 | StrangerSeen: high iq bear
40:13 | クラガリ葉月: Based!
40:14 | ユーネ / Yuune: cool
40:15 | NatrixNatrix: Based!
40:15 | Oliver Meloche: BASED
40:15 | Apu 2: im not natrix doe
40:16 | Gamer: she said the based word
40:17 | Doctor Pavel: BASED
40:17 | ThePlatinumCan: BASED
40:21 | .sandrio: BASED
40:22 | Drachen: BASEDだよ！
40:22 | SkysNotTheLimit: BASED BEAR
40:26 | Helma Lennartz: based!
40:27 | 実験: based
40:28 | Apu 2: based
40:29 | 柊木ちんぽむ。: 日本人？
40:31 | Doctor Pavel: based on what?
40:34 | Apu 2: BASED BEAR
40:35 | Shuko: Focus build is good stuff
40:36 | MrShadow PL: BASED
40:41 | SkysNotTheLimit: Based on being Cute and Funny
40:41 | Apu 2: BASED ON FAX AND LOGIC
41:11 | Mew: 日本人だ
41:22 | SkysNotTheLimit: Nice!
41:24 | Drachen: やった！！！
41:24 | Chloro [クロロ]: Nice!
41:27 | どようび: 急に海外向けに舵切っててわろたすげえな
41:27 | クラガリ葉月: 強い
41:31 | roller: すごい
41:38 | thelastshinobi56: nice deck
41:41 | StrangerSeen: Not barrage?
41:46 | Jor Leifur: No power card (yet)
41:57 | Karsh: 英語多いすぎてでごめん
42:04 | Gamer: which will you choose?
42:05 | Hertan: Lol
42:08 | Arcterion: Hello, friends of our daughter~
42:09 | ユーネ / Yuune: beatani is kawaii
42:11 | Ark K.: lol
42:13 | Dame Yen: kaigainiki strong
42:18 | Chloro [クロロ]: Hope we're not bothering the JP bros
42:21 | SkysNotTheLimit: We're all fathers here, JP or EN
