-46:48 | Tachi: 🐻‍❄🍀
1:16:29 | Destoroyar Fortress: Orange is annoying
1:16:45 | TheCanti: Heheh, domesticated dad
1:16:48 | Zia: Undefined Fantastic Object is a pretty good game too
1:16:50 | Zeng: I don't peel the orange I just bite into it
1:16:50 | Derekであります !: banana has very little nutrition
1:16:57 | Ark K.: aw i was late again
1:17:04 | Ark K.: ohadayoo
1:17:09 | Voltage: beatani is taming dads
1:17:21 | TheCanti: You found one!
1:17:28 | HashSlash: Peaches and strawberries in cream cannot be beat
1:17:34 | TheCanti: You have good tastes in fruits daughter
1:17:47 | Derekであります !: strawberries dipped in sugar is really good too
1:17:51 | Orange Princess: late here ohadayo
1:17:52 | Destoroyar Fortress: Bear that's dangerous words
1:17:57 | Jor Leifur: Do you like blackberries? They're called 'bear berries' in my native language.
1:18:10 | Mew: Strawberry mmm
1:18:20 | Verijero: strawberry with whipped cream is awesome
1:18:20 | Idle Bear: strawberry shortcake
1:18:23 | HashSlash: I love lemons
1:18:40 | Mew: Like the phone
1:18:46 | TheCanti: I like most fruits
1:18:56 | Destoroyar Fortress: The only fruit I dislike is Durian
1:19:02 | Hanabi: blackberry - ブラックベリー
1:19:08 | TheCanti: Hah!
1:19:12 | TheCanti: Thats a good one
1:19:16 | Mew: Do you know ヤブサンザシ
1:19:31 | TheCanti: Now you can show that joke to Weeping Willow
1:19:41 | Ark K.: hej
1:19:46 | stuffed idiot: based dad jokes
1:19:47 | BasedBug: Boy this is a joke-filled stream tonight
1:19:56 | Nick Jarmusz: outstanding = very very good
1:19:58 | Zeng: its funny
1:20:02 | Fake Name: It was alright
1:20:03 | Ark K.: dads know dadjokes
1:20:05 | Akka Oni: A little funny
1:20:06 | TheCanti: It's a Dad Joke, based on a pun
1:20:08 | Destoroyar Fortress: 5/10
1:20:11 | Zeng: laugh
1:20:13 | thelastshinobi56: joke books are never funny
1:20:15 | Voltage: double meaning
1:20:16 | Jor Leifur: outstandin = good. Out standing = 外に立っている (google translate)
1:20:16 | Fake Name: "outstanding": amazing
1:20:31 | Fake Name: "out standing:" outside, standing
1:20:45 | Orange Princess: and out standing
1:20:54 | Akka Oni: Scarecrows stand in the field. Outstanding is another word for "great".
1:21:00 | Akka Oni: It's a play on words
1:21:07 | imalittle cupcake: This is how you learn
1:21:16 | TheCanti: Pun jokes are hard to get when they're in another language, you did a good job daughter
1:21:20 | Jor Leifur: It's okay, play on words are always hard
1:21:23 | Hanabi: puns are very confusing when there's a language barrier
1:21:33 | Fake Name: "his field": his area of study. 
1:22:42 | Zeng: Weeping Willow
1:22:44 | Akka Oni: Weeping Willow
1:23:16 | Jor Leifur: Weeping = Crying
1:23:19 | Zeng: Weeping means crying
1:23:19 | imalittle cupcake: Weeping = crying
1:23:44 | stuffed idiot: willow is a type of tree
1:23:50 | Derekであります !: a weeping willow is a kind of tree
1:23:51 | TheCanti: Weeping Willow is also the name of a type of tree
1:23:53 | Mew: Willow is a tree
1:23:54 | Jor Leifur: willow = 柳
1:23:59 | Idle Bear: Willow is a tree. AKA weeping willow
1:24:03 | Hanabi: weeping willow is a type of tree. シダレヤナギ
1:24:05 | Mew: W
1:24:05 | Akka Oni: willow is a tree
1:24:09 | Mew: Willow ヤナギ
1:24:11 | Zhnigo: willow is a kind of tree, with branches drooping down to the ground
1:24:24 | imalittle cupcake: You were thinking of witch probably
1:25:05 | TheCanti: Beatan is too shy
1:25:16 | Suukotto Funsha: Dad joke
1:25:17 | Zeng: Dad Joke
1:25:19 | Hanabi: dad joke
1:25:19 | Akka Oni: There's only one man for the job!
1:25:20 | Ark K.: dadjoke
1:25:21 | HashSlash: Dad jokes?
1:25:21 | stuffed idiot: dad jokes
1:25:22 | Defenestrator: Dad joke
1:25:23 | Fake Name: "Dad joke"
1:25:24 | D3bugged: dad jokes?
1:25:24 | Akka Oni: Dad joke
1:25:25 | Tachi: Dad joke lol
1:25:27 | imalittle cupcake: Dad joke
1:25:28 | HashSlash: Our jokes!
1:25:33 | TheCanti: You need an older friend!
1:25:43 | Jor Leifur: (try tagging to someone older in the party)
1:25:44 | TheCanti: An older party member
1:25:48 | Zeng: you need stronger jokes
1:25:50 | thelastshinobi56: I think someone else should tell the joke
1:25:59 | Akka Oni: Maybe someone else can tell the joke
1:26:33 | TheCanti: Hiro is like 50% Dad
1:26:38 | Jor Leifur: Hero is closer to dad than Omori
1:26:46 | Akka Oni: Substitute dad
1:26:54 | imalittle cupcake: Hero can cook so he is close
1:27:05 | thelastshinobi56: lol
1:27:13 | TheCanti: LOL
1:27:17 | Ark K.: did it die?
1:27:25 | Jor Leifur: dad joke made her cry
1:27:28 | Akka Oni: She cried
1:27:33 | KamackIllidan: just lick her tears
1:27:35 | Hanabi: "nevermind" isn't a joke, it means something like "actually, let's not do that." basically the "go back" option
1:27:44 | Zeng: Nevermind isn't a joke
1:27:49 | thelastshinobi56: Will she give you juice as well?
1:28:10 | TheCanti: More jokes!
1:28:13 | Jor Leifur: Try to find another joke, yrah
1:28:15 | Jor Leifur: *yeah
1:28:21 | Akka Oni: We need better material
1:28:44 | Voltage: see if willow likes spurdo?
1:28:56 | imalittle cupcake: Cute and funny jokes
1:28:57 | Zeng: the quest for comedy
1:29:11 | Mew: gondola?
1:29:23 | TheCanti: I forgot if there are more jokes around here or you have to progress the story first
1:29:47 | Nick Jarmusz: I think you have to progress
1:31:01 | Zeng: stationary means he doesn't move
1:31:28 | TheCanti: 💃
1:31:30 | Destoroyar Fortress: The song of my people!
1:31:36 | Zia: ♪♫
1:31:37 | Fake Name: Animal Crossing?
1:31:38 | TheCanti: It's very K.K. Slider like
1:31:40 | Zhnigo: i'm sure it's intentional
1:31:42 | Ludd: kk slider?
1:31:43 | Zeng: it does sound like him
1:31:47 | Hanabi: definite KK Slider vibes
1:31:48 | Shippo: cute
1:31:56 | Shippo: yeah kk slider
1:31:58 | Zeng: KK Slider is Totakeke in the english version
1:32:08 | TheCanti: Hes from Animal Crossing
1:32:10 | Shippo: tokakeke is kk slider in english, yes
1:32:10 | Hanabi: oh, KK Slider is Totakeke in English
1:32:17 | Fake Name: That's the name of that dog in English
1:32:36 | Mew: Famous dog
1:33:15 | Zeng: travelling to new worlds in search of new jokes
1:33:16 | HashSlash: Doesnt the KK come from KeKe in Totakeke?
1:33:23 | TheCanti: Very spooky shadow people
1:33:27 | Destoroyar Fortress: Bear?
1:33:31 | Zia: Ah
1:33:31 | Ludd: 👀
1:33:32 | Fake Name: I think it's K.K. because totaKeJe
1:33:37 | Tachi: lol
1:33:38 | webm aristocrat: bear???
1:33:38 | thelastshinobi56: the shadow realm
1:33:57 | Mew: When did you play Yume Nikki?
1:34:04 | Fake Name: It's like Spirited Away
1:34:05 | webm aristocrat: spooky
1:34:08 | TheCanti: Don't be scared daughter
1:34:09 | Nick Jarmusz: this game is very yume nikki
1:34:10 | Zia: Shadow people, that's how you call them
1:34:12 | Zhnigo: is omori also afraid of trains?
1:34:23 | Destoroyar Fortress: It's like Tsugi no Hi
1:34:39 | Tachi: Oh
1:34:41 | Mew: What is it
1:34:43 | Jackku Chan: Wow cute!
1:34:49 | Zeng: ask this guy if he knows any jokes
1:34:50 | Jor Leifur: A F R A I D
1:34:51 | Verijero: the MC just doesnt care kek
1:34:54 | stuffed idiot: What a nice looking friend
1:35:06 | Nick Jarmusz: great idea zeng
1:35:36 | Mew: can you make it sad?
1:35:50 | Voltage: super button mash
1:35:53 | Fake Name: Omori doesn't give a damn
1:35:55 | TheCanti: Beatan... Beatan... Beatan...
1:36:03 | imalittle cupcake: Yare yare da ze
1:36:09 | Derekであります !: Omori is used to this
1:36:23 | Mew: ahaha poor monster
1:36:53 | Destoroyar Fortress: Omori has a stand?
1:37:12 | Zhnigo: cultural exchange ikz
1:37:24 | TheCanti: Sounds tasty
1:37:25 | Nick Jarmusz: copypasta
1:37:42 | Hanabi: I'm trying to remember if there's an english word for the equivalent of chuuni but it doesn't ring a bell
1:37:47 | Zeng: they're all toast
1:38:02 | Zeng: I don't think so
1:38:05 | Nophera: I love chisato and marry her :)
1:38:10 | CommanderMichael: copypasta = slang for "copy-paste"
1:38:17 | TheCanti: Be careful, there might be some tough enemies out here
1:38:27 | Nick Jarmusz: Bonus area!
1:38:30 | Serpico: Bear wife....
1:39:33 | thelastshinobi56: kek?
1:39:34 | Derekであります !: The characters in this town are super cute
1:39:38 | Zhnigo: what did they mean by that
1:39:48 | Nick Jarmusz: *game
1:40:13 | Jor Leifur: "ルイズぅぅうううわぁあああああん　の動画" is an example of a japanese copypasta
1:40:14 | Ludd: kek... over
1:40:38 | Jor Leifur: Exactly!
1:40:39 | Mechanized Doge: 👍
1:40:45 | Hanabi: "bulb" is accurate but they're also called "buds"
1:41:01 | Derekであります !: that shape = bulb
1:41:02 | Destoroyar Fortress: Beatan Beatan Beataaaaan!!!!
1:41:13 | thelastshinobi56: So you hate bunnies but milkshake bunnies are nice
1:41:14 | Nick Jarmusz: prepared to be murdered by bnuy
1:41:18 | Zeng: the milkshake makes him powerful
1:41:34 | Jor Leifur: I have read a translation. It's pretty 草
1:42:01 | Destoroyar Fortress: I want to mofu mofu Beatan's cute ears 
1:42:27 | Mew: TALL DINO
1:43:22 | Johnathan Rigatoni: i told you about the stairs bro
1:44:41 | TheCanti: Be careful daughter!
1:44:50 | Derekであります !: it's good to run from your problems
1:44:57 | Akka Oni: Candy apples sound so good right now
1:45:00 | Nick Jarmusz: man I remember that battle music from all the time I spent in dinos dig
1:45:12 | Akka Oni: Caramel apples were my favorite treat growing up
1:45:30 | TheCanti: This battle theme is pretty good
1:45:37 | Nick Jarmusz: they're pretty good
1:45:58 | imalittle cupcake: Based bear
1:46:01 | Tachi: Time to eat sand
1:46:06 | thelastshinobi56: NICE
1:46:06 | BasedBug: Footbros take it easy
1:46:06 | Zeng: relatable
1:46:17 | Hanabi: I hate sand. It's coarse, and rough, and gets everywhere.
1:46:28 | Ark K.: bear wants to eat sand?
1:46:36 | stuffed idiot: Indirect foot peropero
1:46:46 | TheCanti: Brown sugar IS pretty tasty
1:46:54 | Akka Oni: Kel is bad at kuuki yomi
1:47:05 | Nick Jarmusz: he would naturally fail it yeah
1:48:09 | TheCanti: You did a good deed daughter
1:49:05 | Jackku Chan: ORAGNE
1:49:10 | Derekであります !: He must be one of the twins
1:49:14 | coba cobra: tasty heart
1:49:29 | Verijero: smiling aubrey
1:50:15 | TheCanti: By the way daughter, the Blood Orange you got is a weapon for Kel
1:50:54 | Verijero: kek
1:51:06 | TheCanti: He can equip and use it to attack with
1:51:07 | imalittle cupcake: Adventure
1:51:36 | Verijero: nice music
1:52:06 | Mew: very good indee
1:52:16 | Mechanized Doge: ちょっとグロく見えるジンジャーブレッドマン
1:52:25 | Derekであります !: Good game for BGM
1:52:39 | Joestar: Based bear!
1:53:15 | Mechanized Doge: アンデッドなのか
1:53:42 | TheCanti: Mmm tasty
1:53:59 | Hanabi: gingerbread men are good
1:54:03 | Derekであります !: I don't like Gingerbread, but that's just ke
1:54:06 | Joestar: You should try to bake some for yourself one day
1:54:08 | Derekであります !: me*
1:54:16 | Mechanized Doge: 甘すぎる
1:54:21 | TheCanti: We have to make some gingerbread men for daughter this Christmas
1:54:34 | imalittle cupcake: Would be fun to bake with Beatani during Christmas
1:54:40 | Shippo: never ate gingerbread
1:54:46 | Zeng: gingerbread bear
1:54:53 | Verijero: me neither
1:54:54 | coba cobra: gingerbread is sweet?
1:55:08 | Derekであります !: definitely try it sometime
1:55:10 | BasedBug: Gingerbread is tasty, but ginger root can be a little too strong
1:55:18 | Akka Oni: Dino-tastic!
1:55:28 | Verijero: ginger root can be medicinal i think
1:55:37 | TheCanti: Dino-tastic!
1:55:50 | Akka Oni: It's a spoon for potatos
1:55:56 | Nick Jarmusz: potato = internet slang for cheap or slow
1:56:02 | Mechanized Doge: アイシングでデコするのでけっこう甘くなるんじゃないの？you use the icing to decorate, so doesn't it get quite sweet?
1:56:24 | Ludd: gingerbread doesn't really taste like ginger tbh
1:56:35 | Zia: Dig site uh
1:56:40 | Aftertone: 🥰
1:56:53 | Hanabi: most gingerbread men in my experience only have a bit of icing compared to say a sugar cookie
1:56:53 | Jackku Chan: Hungry...
1:56:59 | Ikxi: rad
1:57:05 | Zia: Dig site is pretty important
1:57:08 | Nick Jarmusz: same text
1:57:15 | Derekであります !: Ginger snaps have more of a ginger flavor
1:57:27 | coba cobra: bear....
1:57:43 | Akka Oni: Yes, you understand now
1:58:03 | Hanabi: understandable
1:58:11 | TheCanti: Uh oh
1:58:12 | Akka Oni: Time to start digging, Beatani!
1:58:16 | Nick Jarmusz: yabe
1:58:30 | Jackku Chan: MMmm bunnyger..
1:58:30 | Nick Jarmusz: 3 damage
1:58:32 | Zeng: wow 
1:58:32 | coba cobra: oh no
1:58:35 | TheCanti: I tried to warn you!
1:58:46 | TheCanti: Run daughter run!
1:58:46 | Derekであります !: with all these food enemies it might be better to just eat them
1:58:46 | Zhnigo: why is it OP
1:59:00 | Mechanized Doge: hamborger...
1:59:03 | Near Roboto: everything here is very strong
1:59:06 | Near Roboto: good exp though
1:59:19 | Nick Jarmusz: are these the highest level enemies in the game? I feel like they are
1:59:20 | TheCanti: This is an end game area, so everything is very strong
1:59:34 | coba cobra: those dino never said about strong enemy
1:59:54 | imalittle cupcake: Now it's a horror game
1:59:54 | TheCanti: You found hector!
1:59:55 | Akka Oni: Oh hey!
1:59:59 | Akka Oni: It's Hector!
2:00:03 | coba cobra: hector!!
2:00:10 | imalittle cupcake: Holy shit, Hector!
2:00:12 | Nick Jarmusz: hector!
2:00:18 | stuffed idiot: Hector rocks!
2:00:22 | TheCanti: He was Kel's pet rock
2:00:22 | Tachi: Yeah!
2:00:30 | Jor Leifur: Hector speaks!
2:00:40 | Jor Leifur: Hector is a dad!
2:00:43 | coba cobra: hector jr!?
2:01:10 | HashSlash: Hector is one of us
2:01:10 | BasedBug: Hector find a rock wife?
2:01:23 | TheCanti: Hector Jr is really good equipment for Kel!
2:01:36 | Nick Jarmusz: yabe
2:01:37 | coba cobra: dont ask bear
2:01:39 | Jackku Chan: Uh...
2:01:40 | Zhnigo: riajuu yatsu...
2:01:43 | Jor Leifur: Don't worry about is, it's magiv
2:01:44 | Verijero: by hugging
2:01:44 | Zeng: we'll tell you when you're older
2:01:46 | Jor Leifur: *magic
2:01:46 | Jackku Chan: Who knows?
2:01:47 | Akka Oni: Magic
2:01:47 | Destoroyar Fortress: When two rocks love each other too much...
2:01:49 | Verijero: hold halding
2:01:56 | stuffed idiot: bumping rocks together to make more rocks
2:01:58 | Verijero: hand holding* im retarded
2:02:01 | Stray Wolf: oh no
2:02:02 | Zia: 👀
2:02:05 | Akka Oni: You will learn when you're older
2:02:09 | A A: Stork brings the baby.
2:02:11 | imalittle cupcake: They grind against each other until a smaller rock comes off of one of them.
2:02:13 | TheCanti: Ask your mom
2:02:14 | Badilla: Hector is a normie
2:02:16 | Qwazola: babby is formed
2:02:18 | Nick Jarmusz: lol
2:02:20 | hohoemikuma: k-kissing
2:02:29 | Mew: Storks 
2:02:30 | Zia: It's about Ciconia
2:02:35 | Nick Jarmusz: wait, how do human form child?
2:02:38 | BasedBug: They hold hands
2:02:44 | Stray Wolf: handholding 
2:02:50 | Joestar: How stones reproduce?
2:02:50 | Zhnigo: sеx is a myth
2:03:05 | Joestar: Hugging obviously 
2:03:08 | Hanabi: what the hell did I miss
2:03:21 | Destoroyar Fortress: YABE
2:03:24 | Zia: I've read it in ciconia, babies are just created in factories.
2:03:33 | hohoemikuma: !?
2:03:38 | Zhnigo: human beans...
2:03:38 | AnomalousRaven: stankbies?
2:03:39 | hohoemikuma: they make babies in saunas?
2:03:47 | Tachi: They hold hands and baby is formed
2:03:50 | Jackku Chan: So that's how it's done... Yeah.. Makes sense..
2:03:54 | Original Japes: i knew it
2:04:02 | CommanderMichael: i thought babies come from the stork 
2:04:02 | BasedBug: Is our daughter telling us how babies are made?
2:04:04 | Jackku Chan: Mhm, Naruhodo
2:04:04 | skrong: sasuga bea
2:04:21 | stuffed idiot: sudden sex ed class
2:04:22 | Joestar: She is trying to
2:04:30 | stuffed idiot: this bear is too smart
2:04:37 | Nick Jarmusz: very educational! thank you
2:04:42 | TheCanti: But we made you!
2:04:43 | Verijero: how did you come to the world then?
2:04:44 | Jackku Chan: No way I have made like 2000 babies I swear!!
2:04:46 | WeekendWarrior126: Called out.
2:04:50 | Joestar: Very smart bear!
2:04:52 | No Body: oof
2:04:55 | Ludd: how did we become dad?
2:05:00 | BasedBug: Yikes we're getting roasted
2:05:00 | Zia: A-are you sure
2:05:02 | Jor Leifur: I thought a baby was made when people kiss!
2:05:04 | imalittle cupcake: I have dated hundreds of girls (in VNs)
2:05:04 | Hanabi: how are we all dads if we don't know how to make babies
2:05:12 | stuffed idiot: man, she really gotta do us dirty like that huh
2:05:21 | Nick Jarmusz: yes
2:05:22 | gyroninja: 知らない
2:05:23 | Joestar: Bear is low key calling us virgins lol
2:05:24 | Nasty Yukari: I'm not doutei. You are doutei...
2:05:26 | TheCanti: LOL
2:05:27 | Jackku Chan: I thought babies come from the moon...
2:05:27 | Zhnigo: it's a popular prank, like fingerboxes
2:05:32 | Horror: Lmao
2:05:34 | Stray Wolf: DT
2:05:34 | BasedBug: Bunch of cherry boys in the chat..
2:05:36 | coba cobra: kiss is same as peropero?
2:05:39 | Akka Oni: Um.... Internet?
2:05:40 | CommanderMichael: big brain beatani
2:05:48 | Destoroyar Fortress: I can't be your dad if I'm a virgin
2:05:49 | Collin: YES! I catch Beatani live!
2:05:50 | hohoemikuma: 😳
2:05:59 | stuffed idiot: I've done plenty of "research" on the internet
2:06:07 | stuffed idiot: don't under estimate me
2:06:12 | Jor Leifur: Sorry, dad is not a riajuu...
2:06:12 | imalittle cupcake: Wise bear...I kneel...
2:06:13 | Nick Jarmusz: ah yes research
2:06:20 | No Body: Weve got nothing to teach you anymore...farewell
2:06:28 | Zia: Knowledge is important.
2:06:32 | Jackku Chan: Ecchi ecchi aaa
2:06:35 | BasedBug: Yup, that's how it's done
2:06:36 | Zia: Yah.
2:06:37 | Jackku Chan: Sweaty...
2:06:42 | coba cobra: wait thats it?
2:06:43 | Ludd: y-yes
2:06:48 | skrong: sounds fake
2:06:48 | CommanderMichael: oh yeah, beatani laying down some baby-making info
2:06:48 | Hanabi: I'll believe whatever my daughter says
2:06:49 | Zhnigo: Bea's warm and comfortable room...
2:06:56 | Jackku Chan: How warm does the room have to be?
2:06:56 | Joestar: You are forgetting about the 9 month long wait
2:06:57 | Nick Jarmusz: "what are we gonna do on the bed"
2:07:02 | david johnston: too lewd...
2:07:06 | hohoemikuma: she has critical information
2:07:10 | Nasty Yukari: are you sure that's how it's done?
2:07:21 | CommanderMichael: beatani's about to learn pomf
2:07:23 | TheCanti: No daughter no!
2:07:24 | Jackku Chan: Will the baby be stupid if you have a window open?
2:07:26 | Zhnigo: pomf =3
2:07:29 | Tachi: Yab
2:07:29 | imalittle cupcake: Oh dear
2:07:30 | CommanderMichael: yabe
2:07:31 | Nick Jarmusz: oh no she wasn't supposed to read that
2:07:36 | Zia: A nap
2:07:42 | gyroninja: What if the room is a classroom full of people?
2:08:02 | Nick Jarmusz: the more the merrier
2:08:05 | TheCanti: BAD DADS
2:08:08 | Jor Leifur: "What are we going to do on the bed?" = lewd joke, refrence to a hentai doujin
2:08:09 | Zhnigo: then it's a safe day
2:08:13 | Inaba: oh no
2:08:13 | Jackku Chan: Wow dad Yabe
2:08:16 | CommanderMichael: ahahahahahahaha
2:08:16 | Collin: Horrible fathers
2:08:20 | stuffed idiot: based dads
2:08:32 | Tachi: Hentai dad...
2:08:36 | david johnston: oh no...
2:08:40 | BasedBug: She really didn't need to learn that one..
2:08:48 | TheCanti: These bad dads
2:08:51 | CommanderMichael: based chat ahahahaha
2:08:53 | Joestar: Lol
2:08:58 | Jackku Chan: Bakatani
2:09:00 | david johnston: the doujin is very cute and funny!
2:09:40 | Destoroyar Fortress: bad bear
2:09:50 | No Body: Oh you!
2:10:02 | Jackku Chan: Heh heh
2:10:03 | TheCanti: Kusabear!
2:10:05 | imalittle cupcake: Bakatani? cute
2:10:06 | Zhnigo: >excited
2:10:34 | Collin: why are the trees bananas
2:10:56 | Verijero: cheese love
2:10:59 | Jor Leifur: Have you tried talking to the head poking out of the pyramid?
2:11:28 | Zhnigo: sand flavored icecream
2:11:55 | Verijero: what
2:12:02 | No Body: not your cheese oh wow
2:12:03 | Verijero: ahhh
2:12:03 | Jor Leifur: Nacho sounds like "not your"
2:12:04 | BasedBug: Nacho cheese sounds like "Not your cheese"
2:12:05 | Hanabi: nacho - "not your"
2:12:06 | Nick Jarmusz: nacho sounds like "not your"
2:12:07 | Horror: ....
2:12:10 | coba cobra: not your = nacho
2:12:16 | Destoroyar Fortress: weak joke
2:13:50 | Nick Jarmusz: potato
2:14:21 | webm aristocrat: batatas
2:14:41 | imalittle cupcake: Nigerundayooo
2:14:43 | Collin: why are all the monsters so cute
2:14:46 | Destoroyar Fortress: Ran Ran RU
2:15:16 | TheCanti: Very cute and very tough
2:15:31 | Nick Jarmusz: lol
2:15:46 | imalittle cupcake: Cute and strong... reminds me of our daughter.
2:15:49 | Verijero: T O A S T E D
2:15:49 | Jackku Chan: Happy snake having a good time~
2:15:53 | Destoroyar Fortress: oof
2:16:20 | No Body: bullies...
2:16:27 | coba cobra: this snake...
2:16:45 | Mew: This strawberry
2:16:49 | Nick Jarmusz: lol
2:16:51 | Verijero: ruuuuun
2:16:54 | TheCanti: The snake is a big bully
2:16:56 | Jackku Chan: Snake always wins, baby
2:17:00 | Nick Jarmusz: cute snakes that 1 hit you ❤️
2:17:08 | imalittle cupcake: In Soviet Russia, strawberry bites you
2:17:44 | Nick Jarmusz: TIL omori lives in soviet russia
2:17:58 | TheCanti: Milkshake bunnies are good XP if you can beat them
2:18:10 | Nick Jarmusz: no wonder he's regressed into a dream world
2:18:28 | Zeng: I don't think the nacho cheese joke will be strong enough to defeat her
2:19:20 | imalittle cupcake: Getting trolled by Beatani...
2:19:24 | TheCanti: Nacho cheese is also very tasty
2:20:55 | TheCanti: Hah!
2:20:58 | Verijero: kek
2:21:01 | coba cobra: ah
2:21:06 | Verijero: expected
2:21:07 | Mew: NOT YOUR CHEESE OH NO
2:21:08 | Zeng: you made her cry again
2:21:09 | TheCanti: I thought it was funny..
2:21:11 | Nick Jarmusz: wow that joke was just too bad?
2:21:12 | hohoemikuma: !?
2:21:12 | BasedBug: SHIT
2:21:13 | Hanabi: I don't think she liked it
2:21:13 | Zhnigo: it went out of the text box
2:21:14 | imalittle cupcake: lol
2:21:29 | Akka Oni: It was a bit cheesy...
2:21:36 | Mew: Joke so bad the game froze
2:21:51 | coba cobra: i think she doesn't understand
2:22:00 | Mew: 😖😖
2:22:29 | TheCanti: Smart daughter!
2:22:50 | Nick Jarmusz: uninteresting = boring
2:23:01 | Hanabi: "un" is a prefix implying something is "not." so "uninteresting" means "not interesting"
2:23:14 | Zhnigo: desk-kun abuse
2:23:46 | AnomalousRaven: クモがとても怖いよ
2:25:22 | Zeng: bug bunny
2:25:26 | TheCanti: Crush the spider!
2:26:15 | imalittle cupcake: Do bears read books?
2:26:41 | Verijero: pikuniku
2:26:53 | Mew: :yougotthis::yougotthis:
2:26:58 | BasedBug: This was a very educational stream!
2:27:04 | Mew: Thanks for the stream
2:27:07 | Derekであります !: thank you
2:27:16 | Zhnigo: Thanks for the stream bea
2:27:40 | Mew: It's okay they were dad jokes!
2:27:41 | imalittle cupcake: Thank you for the fun stream, based bokukko bear
2:28:00 | HashSlash: I always get back right as the stream comes to an end 😞
2:28:06 | Suukotto Funsha: Thanks for the stream Beatani
2:28:08 | Jackku Chan: Yah!
2:28:13 | (Verified, Moderator) Streamlabs: Kyle just tipped $5.00 dayo!
2:28:24 | stuffed idiot: this was the comic relief filler episode
2:28:34 | Derekであります !: It's alright, not every joke can be funny
2:28:35 | Tachi: yah
2:28:42 | TheCanti: This was a good stream daughter!
2:28:53 | Peer: Thank you for the stream!
2:29:05 | coba cobra: we gonna have stream ending song right?
2:30:25 | TheCanti: It was a lot of fun!
2:30:25 | Verijero: thanks for the stream
2:30:27 | Mew: Thank you based bear!
2:30:27 | BasedBug: Thank you for streaming!
2:30:34 | Derekであります !: Bye!
2:30:44 | AnomalousRaven: 君の配信はありがとうよ！
2:30:44 | BasedBug: We're looking forward to the karaoke!
2:30:46 | TheCanti: What game are you planning on next?
2:30:49 | Suukotto Funsha: Next week is Party Time
2:30:49 | Inaba: thank you cute bear
2:30:56 | HashSlash: Thank you for the stream Beatani! Had fun and looking forward to the next one!
2:30:58 | hohoemikuma: ok!
2:30:59 | Canna: Lots of funny moments. Aubrey isn't loyal. 
2:31:12 | Verijero: nice
2:31:17 | Mew: Can't wait
2:31:17 | Hanabi: looking forward to the party
2:31:23 | Fettuccine フェットチーネ: Let's gooo
2:31:29 | Jackku Chan: Many cute songs from cute Beatani
2:31:50 | imalittle cupcake: It's going to be a great party
2:31:55 | TheCanti: Depends on what you can handle and enjoy daughter
2:31:58 | Jackku Chan: Less.. Often..? Uooh..
2:32:00 | Peer: 🐻‍❄🍀
2:32:01 | TheCanti: Bye bye!
2:32:01 | BasedBug: Have a good day! beabea!
2:32:02 | HashSlash: Bye bear!
2:32:04 | Jackku Chan: Bea bea!
2:32:04 | Badilla: Matane
2:32:05 | coba cobra: thanks for the stream bear!
2:32:05 | Zia: Abayo
2:32:06 | Verijero: good bye! adios!
2:32:08 | Zhnigo: bea bea!
2:32:09 | Tachi: Byebyeee beabea
2:32:10 | Horror: ok !bye bear
2:32:14 | Badilla: Bea bea
2:32:16 | Stray Wolf: thank you for the stream Beatani-san
2:32:17 | HashSlash: Hit the bell, dads
2:32:18 | TheCanti: SUBSCRIBE TO OUR DAUGHTER
2:32:20 | hohoemikuma: bea bea~
2:32:29 | Idle Bear: Bea bea!
2:32:29 | stuffed idiot: Thanks for the stream Beatani 🐻‍❄🍀
2:32:34 | Mastigos Wilkins: bbye Bea, stay safe
2:32:36 | gyroninja: Song teaser?
2:32:42 | WeekendWarrior126: excited for new song! thanks for stream
2:32:45 | Mew: チャンネル登録してええー
2:32:47 | Peer: bea bea
2:32:48 | Suukotto Funsha: See you later Beatani! Bea Bea~
2:32:48 | BasedBug: Bye bye!
2:32:49 | imalittle cupcake: Bea beaaaa~
2:32:49 | Jackku Chan: Hmm...?
2:32:51 | TheCanti: Subscribe to the daughter!
2:32:52 | HashSlash: Bye bear!
2:32:52 | Juvisy: Bye Bea!
2:32:52 | Inaba: bye bye
